graph_assertion_id,attack_id,first_seen_version
e5_mistral::TRAM2::RAG::tram2_1__s19::T1574.002,T1574.002,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s23::T1113,T1113,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s25::T1055,T1055,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s26::T1484.001,T1484.001,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s28::T1053.005,T1053.005,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s28::T1484.001,T1484.001,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s28::T1543.003,T1543.003,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s30::T1484.001,T1484.001,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s31::T1027,T1027,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s32::T1027,T1027,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s33::T1027,T1027,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s33::T1072,T1072,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s33::T1140,T1140,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s33::T1484.001,T1484.001,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s33::T1543.003,T1543.003,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s35::T1027,T1027,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s36::T1574.002,T1574.002,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s37::T1036.005,T1036.005,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s38::T1574.002,T1574.002,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s46::T1027,T1027,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s47::T1027,T1027,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s49::T1027,T1027,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s52::T1027,T1027,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s52::T1574.002,T1574.002,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s54::T1027,T1027,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s55::T1027,T1027,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s57::T1027,T1027,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s59::T1106,T1106,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s60::T1072,T1072,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s60::T1570,T1570,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s63::T1055,T1055,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s63::T1090,T1090,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s64::T1090,T1090,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s65::T1072,T1072,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s66::T1070.004,T1070.004,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s67::T1059.003,T1059.003,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s68::T1016,T1016,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s69::T1105,T1105,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s70::T1095,T1095,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s72::T1041,T1041,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s74::T1027,T1027,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s75::T1105,T1105,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s76::T1027,T1027,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s78::T1105,T1105,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s80::T1016,T1016,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s81::T1204.002,T1204.002,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s83::T1005,T1005,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s83::T1070.004,T1070.004,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s85::T1027,T1027,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s87::T1027,T1027,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s9::T1027,T1027,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s9::T1070.004,T1070.004,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s9::T1140,T1140,v2.0
e5_mistral::TRAM2::RAG::tram2_1__s92::T1027,T1027,v2.0
e5_mistral::TRAM2::RAG::tram2_20__s1::T1056.001,T1056.001,v2.0
e5_mistral::TRAM2::RAG::tram2_20__s1::T1083,T1083,v2.0
e5_mistral::TRAM2::RAG::tram2_20__s16::T1566.001,T1566.001,v2.0
e5_mistral::TRAM2::RAG::tram2_20__s17::T1219,T1219,v2.0
e5_mistral::TRAM2::RAG::tram2_20__s2::T1005,T1005,v2.0
e5_mistral::TRAM2::RAG::tram2_20__s2::T1552.001,T1552.001,v2.0
e5_mistral::TRAM2::RAG::tram2_20__s21::T1078,T1078,v2.0
e5_mistral::TRAM2::RAG::tram2_20__s22::T1078,T1078,v2.0
e5_mistral::TRAM2::RAG::tram2_20__s23::T1056.001,T1056.001,v2.0
e5_mistral::TRAM2::RAG::tram2_20__s24::T1078,T1078,v2.0
e5_mistral::TRAM2::RAG::tram2_20__s24::T1548.002,T1548.002,v2.0
e5_mistral::TRAM2::RAG::tram2_20__s28::T1078,T1078,v2.0
e5_mistral::TRAM2::RAG::tram2_20__s29::T1219,T1219,v2.0
e5_mistral::TRAM2::RAG::tram2_20__s29::T1570,T1570,v2.0
e5_mistral::TRAM2::RAG::tram2_20__s3::T1219,T1219,v2.0
e5_mistral::TRAM2::RAG::tram2_20__s31::T1041,T1041,v2.0
e5_mistral::TRAM2::RAG::tram2_20__s33::T1070.004,T1070.004,v2.0
e5_mistral::TRAM2::RAG::tram2_20__s34::T1083,T1083,v2.0
e5_mistral::TRAM2::RAG::tram2_20__s36::T1082,T1082,v2.0
e5_mistral::TRAM2::RAG::tram2_20__s38::T1078,T1078,v2.0
e5_mistral::TRAM2::RAG::tram2_20__s38::T1484.001,T1484.001,v2.0
e5_mistral::TRAM2::RAG::tram2_20__s4::T1105,T1105,v2.0
e5_mistral::TRAM2::RAG::tram2_20__s41::T1021.001,T1021.001,v2.0
e5_mistral::TRAM2::RAG::tram2_20__s45::T1027,T1027,v2.0
e5_mistral::TRAM2::RAG::tram2_20__s46::T1021.001,T1021.001,v2.0
e5_mistral::TRAM2::RAG::tram2_20__s46::T1219,T1219,v2.0
e5_mistral::TRAM2::RAG::tram2_20__s5::T1078,T1078,v2.0
e5_mistral::TRAM2::RAG::tram2_20__s51::T1078,T1078,v2.0
e5_mistral::TRAM2::RAG::tram2_20__s52::T1033,T1033,v2.0
e5_mistral::TRAM2::RAG::tram2_20__s52::T1078,T1078,v2.0
e5_mistral::TRAM2::RAG::tram2_20__s52::T1105,T1105,v2.0
e5_mistral::TRAM2::RAG::tram2_20__s54::T1021.001,T1021.001,v2.0
e5_mistral::TRAM2::RAG::tram2_20__s55::T1056.001,T1056.001,v2.0
e5_mistral::TRAM2::RAG::tram2_20__s55::T1072,T1072,v2.0
e5_mistral::TRAM2::RAG::tram2_20__s55::T1074.001,T1074.001,v2.0
e5_mistral::TRAM2::RAG::tram2_20__s55::T1210,T1210,v2.0
e5_mistral::TRAM2::RAG::tram2_20__s55::T1219,T1219,v2.0
e5_mistral::TRAM2::RAG::tram2_20__s55::T1548.002,T1548.002,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s101::T1552.001,T1552.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s102::T1003.001,T1003.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s102::T1005,T1005,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s103::T1078,T1078,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s104::T1003.001,T1003.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s104::T1105,T1105,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s107::T1003.001,T1003.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s108::T1078,T1078,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s109::T1557.001,T1557.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s111::T1003.001,T1003.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s111::T1078,T1078,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s112::T1078,T1078,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s114::T1003.001,T1003.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s115::T1078,T1078,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s117::T1557.001,T1557.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s119::T1082,T1082,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s12::T1078,T1078,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s123::T1003.001,T1003.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s125::T1056.001,T1056.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s128::T1484.001,T1484.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s129::T1078,T1078,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s129::T1570,T1570,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s13::T1078,T1078,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s130::T1078,T1078,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s132::T1036.005,T1036.005,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s134::T1036.005,T1036.005,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s135::T1036.005,T1036.005,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s138::T1574.002,T1574.002,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s139::T1484.001,T1484.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s144::T1036.005,T1036.005,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s147::T1003.001,T1003.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s147::T1056.001,T1056.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s147::T1078,T1078,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s15::T1078,T1078,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s153::T1570,T1570,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s155::T1033,T1033,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s16::T1078,T1078,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s160::T1003.001,T1003.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s161::T1003.001,T1003.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s162::T1003.001,T1003.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s164::T1003.001,T1003.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s165::T1056.001,T1056.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s166::T1003.001,T1003.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s168::T1078,T1078,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s170::T1036.005,T1036.005,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s171::T1036.005,T1036.005,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s173::T1036.005,T1036.005,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s175::T1036.005,T1036.005,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s176::T1552.001,T1552.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s178::T1036.005,T1036.005,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s180::T1016,T1016,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s180::T1083,T1083,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s182::T1078,T1078,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s185::T1003.001,T1003.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s186::T1003.001,T1003.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s188::T1552.001,T1552.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s190::T1083,T1083,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s193::T1570,T1570,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s197::T1552.001,T1552.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s199::T1033,T1033,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s20::T1003.001,T1003.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s22::T1078,T1078,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s24::T1570,T1570,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s25::T1068,T1068,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s25::T1204.002,T1204.002,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s25::T1570,T1570,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s26::T1570,T1570,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s28::T1570,T1570,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s29::T1078,T1078,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s30::T1078,T1078,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s31::T1068,T1068,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s31::T1570,T1570,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s35::T1570,T1570,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s36::T1570,T1570,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s38::T1078,T1078,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s4::T1041,T1041,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s4::T1078,T1078,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s4::T1110,T1110,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s41::T1552.001,T1552.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s42::T1003.001,T1003.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s43::T1003.001,T1003.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s44::T1078,T1078,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s45::T1003.001,T1003.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s45::T1056.001,T1056.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s45::T1078,T1078,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s45::T1552.001,T1552.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s46::T1552.001,T1552.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s47::T1003.001,T1003.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s48::T1003.001,T1003.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s49::T1003.001,T1003.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s5::T1072,T1072,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s5::T1083,T1083,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s5::T1105,T1105,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s5::T1219,T1219,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s50::T1003.001,T1003.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s50::T1021.001,T1021.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s51::T1003.001,T1003.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s52::T1003.001,T1003.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s53::T1003.001,T1003.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s54::T1110,T1110,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s56::T1557.001,T1557.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s58::T1027,T1027,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s59::T1003.001,T1003.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s60::T1003.001,T1003.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s61::T1003.001,T1003.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s62::T1552.001,T1552.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s63::T1003.001,T1003.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s65::T1068,T1068,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s65::T1548.002,T1548.002,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s67::T1003.001,T1003.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s68::T1552.001,T1552.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s70::T1078,T1078,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s71::T1552.001,T1552.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s72::T1106,T1106,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s73::T1056.001,T1056.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s74::T1003.001,T1003.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s75::T1003.001,T1003.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s76::T1003.001,T1003.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s77::T1003.001,T1003.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s78::T1552.001,T1552.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s79::T1078,T1078,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s84::T1016,T1016,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s84::T1033,T1033,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s84::T1078,T1078,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s9::T1078,T1078,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s90::T1003.001,T1003.001,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s90::T1110,T1110,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s91::T1078,T1078,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s91::T1110,T1110,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s97::T1105,T1105,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s98::T1110,T1110,v2.0
e5_mistral::TRAM2::RAG::tram2_21__s99::T1078,T1078,v2.0
e5_mistral::TRAM2::RAG::tram2_22__s14::T1056.001,T1056.001,v2.0
e5_mistral::TRAM2::RAG::tram2_22__s14::T1105,T1105,v2.0
e5_mistral::TRAM2::RAG::tram2_22__s27::T1557.001,T1557.001,v2.0
e5_mistral::TRAM2::RAG::tram2_22__s29::T1557.001,T1557.001,v2.0
e5_mistral::TRAM2::RAG::tram2_22__s37::T1078,T1078,v2.0
e5_mistral::TRAM2::RAG::tram2_22__s46::T1190,T1190,v2.0
e5_mistral::TRAM2::RAG::tram2_22__s48::T1090,T1090,v2.0
e5_mistral::TRAM2::RAG::tram2_22__s50::T1016,T1016,v2.0
e5_mistral::TRAM2::RAG::tram2_22__s68::T1557.001,T1557.001,v2.0
e5_mistral::TRAM2::RAG::tram2_22__s72::T1056.001,T1056.001,v2.0
e5_mistral::TRAM2::RAG::tram2_22__s72::T1204.002,T1204.002,v2.0
e5_mistral::TRAM2::RAG::tram2_22__s72::T1218.011,T1218.011,v2.0
e5_mistral::TRAM2::RAG::tram2_22__s73::T1552.001,T1552.001,v2.0
e5_mistral::TRAM2::RAG::tram2_22__s79::T1041,T1041,v2.0
e5_mistral::TRAM2::RAG::tram2_22__s79::T1105,T1105,v2.0
e5_mistral::TRAM2::RAG::tram2_22__s84::T1204.002,T1204.002,v2.0
e5_mistral::TRAM2::RAG::tram2_22__s85::T1518.001,T1518.001,v2.0
e5_mistral::TRAM2::RAG::tram2_22__s86::T1090,T1090,v2.0
e5_mistral::TRAM2::RAG::tram2_22__s87::T1041,T1041,v2.0
e5_mistral::TRAM2::RAG::tram2_22__s88::T1005,T1005,v2.0
e5_mistral::TRAM2::RAG::tram2_22__s88::T1016,T1016,v2.0
e5_mistral::TRAM2::RAG::tram2_22__s88::T1072,T1072,v2.0
e5_mistral::TRAM2::RAG::tram2_22__s88::T1078,T1078,v2.0
e5_mistral::TRAM2::RAG::tram2_23__s1::T1105,T1105,v2.0
e5_mistral::TRAM2::RAG::tram2_23__s12::T1566.001,T1566.001,v2.0
e5_mistral::TRAM2::RAG::tram2_23__s14::T1204.002,T1204.002,v2.0
e5_mistral::TRAM2::RAG::tram2_23__s17::T1566.001,T1566.001,v2.0
e5_mistral::TRAM2::RAG::tram2_23__s19::T1027,T1027,v2.0
e5_mistral::TRAM2::RAG::tram2_23__s20::T1027,T1027,v2.0
e5_mistral::TRAM2::RAG::tram2_23__s25::T1204.002,T1204.002,v2.0
e5_mistral::TRAM2::RAG::tram2_23__s27::T1027,T1027,v2.0
e5_mistral::TRAM2::RAG::tram2_23__s29::T1027,T1027,v2.0
e5_mistral::TRAM2::RAG::tram2_23__s29::T1074.001,T1074.001,v2.0
e5_mistral::TRAM2::RAG::tram2_23__s31::T1036.005,T1036.005,v2.0
e5_mistral::TRAM2::RAG::tram2_23__s32::T1036.005,T1036.005,v2.0
e5_mistral::TRAM2::RAG::tram2_23__s33::T1105,T1105,v2.0
e5_mistral::TRAM2::RAG::tram2_23__s34::T1027,T1027,v2.0
e5_mistral::TRAM2::RAG::tram2_23__s35::T1204.002,T1204.002,v2.0
e5_mistral::TRAM2::RAG::tram2_23__s36::T1082,T1082,v2.0
e5_mistral::TRAM2::RAG::tram2_23__s38::T1056.001,T1056.001,v2.0
e5_mistral::TRAM2::RAG::tram2_23__s41::T1056.001,T1056.001,v2.0
e5_mistral::TRAM2::RAG::tram2_23__s41::T1105,T1105,v2.0
e5_mistral::TRAM2::RAG::tram2_23__s42::T1552.001,T1552.001,v2.0
e5_mistral::TRAM2::RAG::tram2_23__s44::T1082,T1082,v2.0
e5_mistral::TRAM2::RAG::tram2_23__s45::T1083,T1083,v2.0
e5_mistral::TRAM2::RAG::tram2_23__s45::T1105,T1105,v2.0
e5_mistral::TRAM2::RAG::tram2_23__s46::T1113,T1113,v2.0
e5_mistral::TRAM2::RAG::tram2_23__s48::T1105,T1105,v2.0
e5_mistral::TRAM2::RAG::tram2_23__s48::T1204.002,T1204.002,v2.0
e5_mistral::TRAM2::RAG::tram2_23__s49::T1105,T1105,v2.0
e5_mistral::TRAM2::RAG::tram2_23__s5::T1566.001,T1566.001,v2.0
e5_mistral::TRAM2::RAG::tram2_23__s50::T1105,T1105,v2.0
e5_mistral::TRAM2::RAG::tram2_23__s51::T1105,T1105,v2.0
e5_mistral::TRAM2::RAG::tram2_23__s55::T1105,T1105,v2.0
e5_mistral::TRAM2::RAG::tram2_23__s6::T1036.005,T1036.005,v2.0
e5_mistral::TRAM2::RAG::tram2_23__s6::T1566.001,T1566.001,v2.0
e5_mistral::TRAM2::RAG::tram2_23__s62::T1027,T1027,v2.0
e5_mistral::TRAM2::RAG::tram2_23__s64::T1566.001,T1566.001,v2.0
e5_mistral::TRAM2::RAG::tram2_23__s69::T1562.001,T1562.001,v2.0
e5_mistral::TRAM2::RAG::tram2_23__s71::T1056.001,T1056.001,v2.0
e5_mistral::TRAM2::RAG::tram2_23__s8::T1105,T1105,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s100::T1562.001,T1562.001,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s101::T1518.001,T1518.001,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s102::T1573.001,T1573.001,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s106::T1573.001,T1573.001,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s108::T1033,T1033,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s108::T1070.004,T1070.004,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s108::T1557.001,T1557.001,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s109::T1072,T1072,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s113::T1041,T1041,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s115::T1105,T1105,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s116::T1105,T1105,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s123::T1027,T1027,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s123::T1068,T1068,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s123::T1204.002,T1204.002,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s123::T1210,T1210,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s123::T1543.003,T1543.003,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s124::T1190,T1190,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s126::T1068,T1068,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s126::T1140,T1140,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s127::T1140,T1140,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s127::T1562.001,T1562.001,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s128::T1021.001,T1021.001,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s128::T1053.005,T1053.005,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s128::T1105,T1105,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s128::T1219,T1219,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s128::T1562.001,T1562.001,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s129::T1053.005,T1053.005,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s130::T1548.002,T1548.002,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s131::T1548.002,T1548.002,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s132::T1484.001,T1484.001,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s133::T1056.001,T1056.001,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s133::T1078,T1078,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s133::T1484.001,T1484.001,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s133::T1543.003,T1543.003,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s133::T1562.001,T1562.001,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s134::T1033,T1033,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s135::T1003.001,T1003.001,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s135::T1552.001,T1552.001,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s137::T1057,T1057,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s138::T1057,T1057,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s139::T1082,T1082,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s139::T1210,T1210,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s139::T1518.001,T1518.001,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s140::T1021.001,T1021.001,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s141::T1033,T1033,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s142::T1071.001,T1071.001,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s142::T1219,T1219,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s144::T1041,T1041,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s145::T1562.001,T1562.001,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s146::T1071.001,T1071.001,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s152::T1562.001,T1562.001,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s20::T1566.001,T1566.001,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s21::T1021.001,T1021.001,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s21::T1219,T1219,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s57::T1078,T1078,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s58::T1078,T1078,v2.0
e5_mistral::TRAM2::RAG::tram2_24__s60::T1021.001,T1021.001,v2.0
