graph_assertion_id,sentence_id,first_seen_version
e5_llama::TRAM2::RAG::tram2_9__s15::T1105,tram2_9__s15,v4.0
e5_llama::TRAM2::RAG::tram2_9__s16::T1078,tram2_9__s16,v4.0
e5_llama::TRAM2::RAG::tram2_9__s19::T1078,tram2_9__s19,v4.0
e5_llama::TRAM2::RAG::tram2_9__s2::T1110,tram2_9__s2,v4.0
e5_llama::TRAM2::RAG::tram2_9__s2::T1219,tram2_9__s2,v4.0
e5_llama::TRAM2::RAG::tram2_9__s21::T1078,tram2_9__s21,v4.0
e5_llama::TRAM2::RAG::tram2_9__s22::T1078,tram2_9__s22,v4.0
e5_llama::TRAM2::RAG::tram2_9__s23::T1219,tram2_9__s23,v4.0
e5_llama::TRAM2::RAG::tram2_9__s24::T1110,tram2_9__s24,v4.0
e5_llama::TRAM2::RAG::tram2_9__s24::T1190,tram2_9__s24,v4.0
e5_llama::TRAM2::RAG::tram2_9__s24::T1219,tram2_9__s24,v4.0
e5_llama::TRAM2::RAG::tram2_9__s29::T1210,tram2_9__s29,v4.0
e5_llama::TRAM2::RAG::tram2_9__s32::T1036.005,tram2_9__s32,v4.0
e5_llama::TRAM2::RAG::tram2_9__s33::T1090,tram2_9__s33,v4.0
e5_llama::TRAM2::RAG::tram2_9__s34::T1566.001,tram2_9__s34,v4.0
e5_llama::TRAM2::RAG::tram2_9__s35::T1016,tram2_9__s35,v4.0
e5_llama::TRAM2::RAG::tram2_9__s37::T1047,tram2_9__s37,v4.0
e5_llama::TRAM2::RAG::tram2_9__s38::T1562.001,tram2_9__s38,v4.0
e5_llama::TRAM2::RAG::tram2_9__s39::T1016,tram2_9__s39,v4.0
e5_llama::TRAM2::RAG::tram2_9__s4::T1566.001,tram2_9__s4,v4.0
e5_llama::TRAM2::RAG::tram2_9__s44::T1047,tram2_9__s44,v4.0
e5_llama::TRAM2::RAG::tram2_9__s45::T1566.001,tram2_9__s45,v4.0
e5_llama::TRAM2::RAG::tram2_9__s48::T1566.001,tram2_9__s48,v4.0
e5_llama::TRAM2::RAG::tram2_9__s50::T1566.001,tram2_9__s50,v4.0
e5_llama::TRAM2::RAG::tram2_9__s57::T1055,tram2_9__s57,v4.0
e5_llama::TRAM2::RAG::tram2_9__s63::T1078,tram2_9__s63,v4.0
e5_llama::TRAM2::RAG::tram2_9__s64::T1078,tram2_9__s64,v4.0
e5_llama::TRAM2::RAG::tram2_9__s65::T1078,tram2_9__s65,v4.0
e5_llama::TRAM2::RAG::tram2_9__s70::T1078,tram2_9__s70,v4.0
e5_llama::TRAM2::RAG::tram2_9__s71::T1105,tram2_9__s71,v4.0
e5_llama::TRAM2::RAG::tram2_9__s71::T1566.001,tram2_9__s71,v4.0
e5_llama::TRAM2::RAG::tram2_9__s72::T1210,tram2_9__s72,v4.0
e5_llama::TRAM2::RAG::tram2_9__s73::T1562.001,tram2_9__s73,v4.0
e5_llama::TRAM2::RAG::tram2_9__s74::T1082,tram2_9__s74,v4.0
e5_llama::TRAM2::RAG::tram2_9__s84::T1518.001,tram2_9__s84,v4.0
e5_llama::TRAM2::RAG::tram2_9__s87::T1110,tram2_9__s87,v4.0
e5_llama::TRAM2::RAG::tram2_9__s88::T1078,tram2_9__s88,v4.0
e5_llama::TRAM2::RAG::tram2_9__s88::T1110,tram2_9__s88,v4.0
e5_llama::TRAM2::RAG::tram2_9__s89::T1078,tram2_9__s89,v4.0
e5_llama::TRAM2::RAG::tram2_9__s93::T1059.003,tram2_9__s93,v4.0
e5_llama::TRAM2::RAG::tram2_9__s95::T1090,tram2_9__s95,v4.0
e5_llama::TRAM2::RAG::tram2_9__s95::T1566.001,tram2_9__s95,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s105::T1047,tram2_0__s105,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s108::T1041,tram2_0__s108,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s110::T1047,tram2_0__s110,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s111::T1041,tram2_0__s111,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s112::T1047,tram2_0__s112,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s113::T1041,tram2_0__s113,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s114::T1041,tram2_0__s114,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s115::T1204.002,tram2_0__s115,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s119::T1140,tram2_0__s119,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s120::T1573.001,tram2_0__s120,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s121::T1083,tram2_0__s121,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s122::T1105,tram2_0__s122,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s125::T1547.001,tram2_0__s125,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s126::T1059.003,tram2_0__s126,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s127::T1053.005,tram2_0__s127,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s129::T1218.011,tram2_0__s129,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s13::T1016,tram2_0__s13,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s13::T1027,tram2_0__s13,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s13::T1047,tram2_0__s13,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s13::T1140,tram2_0__s13,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s13::T1190,tram2_0__s13,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s130::T1053.005,tram2_0__s130,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s131::T1053.005,tram2_0__s131,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s132::T1053.005,tram2_0__s132,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s134::T1106,tram2_0__s134,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s135::T1106,tram2_0__s135,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s136::T1106,tram2_0__s136,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s14::T1082,tram2_0__s14,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s14::T1106,tram2_0__s14,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s140::T1016,tram2_0__s140,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s142::T1070.004,tram2_0__s142,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s143::T1059.003,tram2_0__s143,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s144::T1016,tram2_0__s144,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s144::T1027,tram2_0__s144,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s15::T1218.011,tram2_0__s15,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s17::T1041,tram2_0__s17,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s18::T1057,tram2_0__s18,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s19::T1027,tram2_0__s19,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s20::T1218.011,tram2_0__s20,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s21::T1547.001,tram2_0__s21,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s22::T1543.003,tram2_0__s22,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s23::T1068,tram2_0__s23,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s25::T1548.002,tram2_0__s25,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s27::T1068,tram2_0__s27,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s28::T1055,tram2_0__s28,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s36::T1106,tram2_0__s36,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s39::T1140,tram2_0__s39,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s43::T1078,tram2_0__s43,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s45::T1016,tram2_0__s45,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s46::T1027,tram2_0__s46,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s51::T1016,tram2_0__s51,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s52::T1106,tram2_0__s52,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s54::T1027,tram2_0__s54,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s54::T1190,tram2_0__s54,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s56::T1082,tram2_0__s56,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s6::T1190,tram2_0__s6,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s6::T1518.001,tram2_0__s6,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s61::T1047,tram2_0__s61,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s66::T1021.001,tram2_0__s66,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s68::T1218.011,tram2_0__s68,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s69::T1055,tram2_0__s69,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s71::T1082,tram2_0__s71,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s71::T1106,tram2_0__s71,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s71::T1190,tram2_0__s71,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s77::T1016,tram2_0__s77,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s79::T1106,tram2_0__s79,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s89::T1106,tram2_0__s89,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s9::T1070.004,tram2_0__s9,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s91::T1016,tram2_0__s91,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s99::T1047,tram2_0__s99,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s99::T1068,tram2_0__s99,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_10__s11::T1021.001,tram2_10__s11,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_10__s14::T1016,tram2_10__s14,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_10__s14::T1027,tram2_10__s14,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_10__s15::T1083,tram2_10__s15,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_10__s17::T1005,tram2_10__s17,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_10__s17::T1041,tram2_10__s17,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_10__s18::T1016,tram2_10__s18,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_10__s22::T1027,tram2_10__s22,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_10__s22::T1219,tram2_10__s22,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_10__s23::T1059.003,tram2_10__s23,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_10__s23::T1105,tram2_10__s23,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_10__s25::T1083,tram2_10__s25,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_10__s26::T1016,tram2_10__s26,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_10__s28::T1041,tram2_10__s28,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_10__s29::T1078,tram2_10__s29,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_10__s30::T1573.001,tram2_10__s30,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_10__s31::T1573.001,tram2_10__s31,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_10__s36::T1106,tram2_10__s36,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_10__s40::T1068,tram2_10__s40,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_10__s40::T1106,tram2_10__s40,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_10__s49::T1078,tram2_10__s49,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_10__s53::T1016,tram2_10__s53,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_10__s57::T1573.001,tram2_10__s57,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_10__s61::T1562.001,tram2_10__s61,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_10__s61::T1574.002,tram2_10__s61,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_10__s65::T1041,tram2_10__s65,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_10__s65::T1068,tram2_10__s65,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_10__s7::T1190,tram2_10__s7,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_10__s71::T1210,tram2_10__s71,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_10__s72::T1041,tram2_10__s72,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_10__s9::T1012,tram2_10__s9,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_10__s9::T1033,tram2_10__s9,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_10__s9::T1105,tram2_10__s9,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_11__s104::T1041,tram2_11__s104,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_11__s13::T1047,tram2_11__s13,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_11__s15::T1027,tram2_11__s15,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_11__s20::T1041,tram2_11__s20,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_11__s23::T1106,tram2_11__s23,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_11__s31::T1543.003,tram2_11__s31,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_11__s33::T1041,tram2_11__s33,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_11__s35::T1204.002,tram2_11__s35,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_11__s37::T1041,tram2_11__s37,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_11__s38::T1204.002,tram2_11__s38,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_11__s40::T1056.001,tram2_11__s40,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_11__s40::T1113,tram2_11__s40,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_11__s40::T1140,tram2_11__s40,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_11__s42::T1113,tram2_11__s42,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_11__s45::T1036.005,tram2_11__s45,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_11__s49::T1566.001,tram2_11__s49,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_11__s50::T1204.002,tram2_11__s50,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_11__s51::T1204.002,tram2_11__s51,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_11__s53::T1204.002,tram2_11__s53,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_11__s54::T1041,tram2_11__s54,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_11__s59::T1036.005,tram2_11__s59,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_11__s61::T1204.002,tram2_11__s61,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_11__s62::T1082,tram2_11__s62,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_11__s62::T1105,tram2_11__s62,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_11__s64::T1059.003,tram2_11__s64,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_11__s65::T1204.002,tram2_11__s65,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_11__s66::T1041,tram2_11__s66,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_11__s68::T1547.001,tram2_11__s68,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_11__s70::T1041,tram2_11__s70,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_11__s72::T1041,tram2_11__s72,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_11__s73::T1041,tram2_11__s73,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_11__s74::T1047,tram2_11__s74,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_11__s75::T1047,tram2_11__s75,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_11__s82::T1012,tram2_11__s82,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_11__s83::T1543.003,tram2_11__s83,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_11__s85::T1083,tram2_11__s85,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_11__s86::T1083,tram2_11__s86,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_11__s96::T1041,tram2_11__s96,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s100::T1047,tram2_12__s100,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s100::T1112,tram2_12__s100,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s101::T1573.001,tram2_12__s101,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s114::T1190,tram2_12__s114,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s119::T1566.001,tram2_12__s119,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s120::T1569.002,tram2_12__s120,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s121::T1047,tram2_12__s121,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s121::T1569.002,tram2_12__s121,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s125::T1112,tram2_12__s125,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s129::T1140,tram2_12__s129,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s130::T1484.001,tram2_12__s130,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s131::T1484.001,tram2_12__s131,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s133::T1016,tram2_12__s133,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s134::T1082,tram2_12__s134,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s137::T1021.001,tram2_12__s137,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s139::T1219,tram2_12__s139,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s14::T1140,tram2_12__s14,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s152::T1016,tram2_12__s152,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s20::T1105,tram2_12__s20,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s20::T1570,tram2_12__s20,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s23::T1105,tram2_12__s23,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s31::T1573.001,tram2_12__s31,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s33::T1041,tram2_12__s33,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s42::T1036.005,tram2_12__s42,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s47::T1566.001,tram2_12__s47,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s49::T1204.002,tram2_12__s49,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s49::T1566.001,tram2_12__s49,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s51::T1016,tram2_12__s51,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s51::T1036.005,tram2_12__s51,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s51::T1047,tram2_12__s51,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s51::T1068,tram2_12__s51,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s51::T1140,tram2_12__s51,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s51::T1190,tram2_12__s51,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s54::T1059.003,tram2_12__s54,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s55::T1027,tram2_12__s55,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s57::T1210,tram2_12__s57,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s58::T1543.003,tram2_12__s58,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s59::T1543.003,tram2_12__s59,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s61::T1574.002,tram2_12__s61,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s62::T1068,tram2_12__s62,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s62::T1484.001,tram2_12__s62,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s63::T1484.001,tram2_12__s63,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s65::T1543.003,tram2_12__s65,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s66::T1041,tram2_12__s66,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s67::T1484.001,tram2_12__s67,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s70::T1059.003,tram2_12__s70,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s70::T1070.004,tram2_12__s70,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s71::T1112,tram2_12__s71,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s72::T1112,tram2_12__s72,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s73::T1140,tram2_12__s73,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s74::T1140,tram2_12__s74,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s75::T1562.001,tram2_12__s75,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s76::T1562.001,tram2_12__s76,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s81::T1574.002,tram2_12__s81,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s86::T1041,tram2_12__s86,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s88::T1082,tram2_12__s88,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s92::T1016,tram2_12__s92,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s92::T1105,tram2_12__s92,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s92::T1190,tram2_12__s92,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s95::T1219,tram2_12__s95,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s96::T1219,tram2_12__s96,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s97::T1041,tram2_12__s97,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s97::T1573.001,tram2_12__s97,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_12__s99::T1112,tram2_12__s99,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_13__s29::T1204.002,tram2_13__s29,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_13__s29::T1566.001,tram2_13__s29,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_13__s31::T1110,tram2_13__s31,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_13__s38::T1219,tram2_13__s38,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_13__s45::T1036.005,tram2_13__s45,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_13__s57::T1082,tram2_13__s57,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_13__s59::T1105,tram2_13__s59,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_13__s8::T1140,tram2_13__s8,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_14__s104::T1027,tram2_14__s104,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_14__s105::T1027,tram2_14__s105,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_14__s117::T1090,tram2_14__s117,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_14__s121::T1053.005,tram2_14__s121,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_14__s122::T1055,tram2_14__s122,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_14__s123::T1140,tram2_14__s123,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_14__s124::T1106,tram2_14__s124,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_14__s129::T1041,tram2_14__s129,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_14__s131::T1041,tram2_14__s131,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_14__s132::T1016,tram2_14__s132,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_14__s135::T1548.002,tram2_14__s135,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_14__s136::T1016,tram2_14__s136,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_14__s136::T1083,tram2_14__s136,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_14__s138::T1012,tram2_14__s138,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_14__s139::T1027,tram2_14__s139,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_14__s140::T1218.011,tram2_14__s140,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_14__s141::T1218.011,tram2_14__s141,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_14__s143::T1016,tram2_14__s143,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_14__s160::T1547.001,tram2_14__s160,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_14__s161::T1219,tram2_14__s161,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_14__s162::T1562.001,tram2_14__s162,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_14__s19::T1041,tram2_14__s19,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_14__s23::T1041,tram2_14__s23,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_14__s24::T1055,tram2_14__s24,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_14__s26::T1105,tram2_14__s26,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_14__s28::T1059.003,tram2_14__s28,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_14__s3::T1140,tram2_14__s3,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_14__s35::T1016,tram2_14__s35,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_14__s36::T1027,tram2_14__s36,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_14__s44::T1210,tram2_14__s44,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_14__s50::T1547.001,tram2_14__s50,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_14__s51::T1012,tram2_14__s51,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_14__s51::T1027,tram2_14__s51,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_14__s51::T1112,tram2_14__s51,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_14__s54::T1059.003,tram2_14__s54,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_14__s55::T1210,tram2_14__s55,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_14__s56::T1055,tram2_14__s56,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_14__s57::T1055,tram2_14__s57,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_14__s59::T1055,tram2_14__s59,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_14__s6::T1204.002,tram2_14__s6,v4.0
